xPos,yPos,Distance,Velocity,Tilt Angle,Angular Velocity,Time,time stamp
-1.85214,-1.263137,26.24777,0.8376266,1.968117,70.83143,63.71,19-06-2021 16:07:50
-1.851199,-1.254955,26.2414,0.8246242,2.088348,58.19995,63.72,19-06-2021 16:07:50
-1.850423,-1.246623,26.23505,0.8375557,2.350437,56.10082,63.73,19-06-2021 16:07:50
-1.849764,-1.238074,26.22863,0.860494,2.682194,69.10099,63.74,19-06-2021 16:07:50
-1.849203,-1.229605,26.22234,0.8479184,2.932447,79.17039,63.75,19-06-2021 16:07:50
-1.84865,-1.221326,26.21618,0.8295759,3.115207,79.7058,63.76,19-06-2021 16:07:50
-1.848204,-1.212825,26.20996,0.851059,3.368657,96.431,63.77,19-06-2021 16:07:50
-1.848096,-1.204312,26.20396,0.8520274,3.581733,106.8466,63.78,19-06-2021 16:07:50
-1.848309,-1.195665,26.19811,0.8646802,3.749671,118.3933,63.79,19-06-2021 16:07:50
-1.848838,-1.187075,26.19253,0.8581278,3.815877,129.1715,63.8,19-06-2021 16:07:50
-1.849606,-1.178714,26.18727,0.8392645,3.816647,138.2393,63.81,19-06-2021 16:07:50
-1.850639,-1.17027,26.18216,0.8464183,3.930442,135.7402,63.82,19-06-2021 16:07:50
-1.851844,-1.16241,26.17757,0.7982924,3.852343,129.0925,63.83,19-06-2021 16:07:50
-1.853201,-1.154629,26.17315,0.7903506,3.634157,126.3558,63.84,19-06-2021 16:07:50
-1.854701,-1.146612,26.16867,0.8148071,3.513685,111.5007,63.85,19-06-2021 16:07:50
-1.856312,-1.138534,26.16423,0.8262842,3.441223,123.4479,63.86,19-06-2021 16:07:50
-1.858036,-1.13067,26.16002,0.8016635,3.258045,129.0837,63.87,19-06-2021 16:07:50
-1.859932,-1.122692,26.15586,0.8210917,3.196778,136.2116,63.88,19-06-2021 16:07:50
-1.862049,-1.114627,26.1518,0.8327798,3.176012,143.5094,63.89,19-06-2021 16:07:50
-1.864339,-1.106619,26.1479,0.8313403,3.213575,145.4961,63.9,19-06-2021 16:07:50
-1.866862,-1.098692,26.14424,0.8332078,3.281515,151.5667,63.91,19-06-2021 16:07:50
-1.869578,-1.090873,26.14079,0.8263977,3.332194,157.2296,63.92,19-06-2021 16:07:50
-1.87251,-1.08331,26.13767,0.8101246,3.365459,160.2327,63.93,19-06-2021 16:07:50
-1.875649,-1.075963,26.13485,0.7988499,3.410936,163.2805,63.94,19-06-2021 16:07:50
-1.879025,-1.068795,26.13233,0.7922254,3.475868,166.3469,63.95,19-06-2021 16:07:50
-1.882578,-1.061914,26.13015,0.7733479,3.620879,161.3066,63.96,19-06-2021 16:07:50
-1.88643,-1.055035,26.12817,0.7912019,3.822747,170.7647,63.97,19-06-2021 16:07:50
-1.890558,-1.048218,26.12645,0.7932877,4.06028,171.505,63.98,19-06-2021 16:07:50
-1.894844,-1.041731,26.12507,0.7800953,4.277961,176.889,63.99,19-06-2021 16:07:50
-1.89937,-1.035441,26.124,0.7715384,4.514187,176.4623,64,19-06-2021 16:07:50
-1.904045,-1.029546,26.12331,0.7547297,4.713722,180.1376,64.01,19-06-2021 16:07:50
-1.90887,-1.024051,26.12301,0.730005,4.737805,174.1781,64.02,19-06-2021 16:07:50
-1.913805,-1.018907,26.12304,0.7130439,4.662411,164.9105,64.03,19-06-2021 16:07:50
-1.91899,-1.013863,26.12331,0.7248603,4.581335,157.4048,64.04,19-06-2021 16:07:50
-1.924162,-1.009212,26.12385,0.6953947,4.422041,142.6549,64.05,19-06-2021 16:07:50
-1.929463,-1.004644,26.12454,0.7008655,4.234061,135.2617,64.06,19-06-2021 16:07:50
-1.934954,-0.9998876,26.12524,0.7268084,4.139951,119.785,64.07,19-06-2021 16:07:50
-1.940398,-0.9952606,26.12601,0.7176217,4.025647,106.7275,64.08,19-06-2021 16:07:50
-1.945791,-0.9908347,26.12687,0.7003539,3.680733,110.1678,64.09,19-06-2021 16:07:50
-1.951474,-0.9858782,26.12757,0.7513174,3.535295,99.98663,64.1,19-06-2021 16:07:50
-1.956928,-0.9810421,26.1282,0.7313917,3.195247,104.5082,64.11,19-06-2021 16:07:50
-1.962403,-0.9761007,26.12878,0.734464,2.853482,105.2902,64.12,19-06-2021 16:07:50
-1.967786,-0.9712787,26.12937,0.7252422,2.417675,106.333,64.13,19-06-2021 16:07:50
-1.973385,-0.9663073,26.13001,0.7470458,2.0681,110.564,64.14,19-06-2021 16:07:50
-1.97892,-0.961424,26.13067,0.7370694,1.744394,116.7241,64.15,19-06-2021 16:07:50
-1.98425,-0.9566693,26.13128,0.7132223,1.385221,120.4359,64.16,19-06-2021 16:07:50
-1.989555,-0.9521041,26.132,0.7015032,0.9739782,117.9649,64.17,19-06-2021 16:07:50
-1.99508,-0.9475315,26.13287,0.7154281,0.717643,110.5811,64.18,19-06-2021 16:07:50
-2.000489,-0.9430627,26.13373,0.7051326,0.5248867,121.9972,64.18999,19-06-2021 16:07:50
-2.005921,-0.9387453,26.13472,0.6920622,0.2967354,131.8628,64.2,19-06-2021 16:07:50
-2.011425,-0.9347808,26.136,0.6746665,0.03956468,118.6313,64.21,19-06-2021 16:07:51
-2.016979,-0.9310764,26.1375,0.6718996,-0.1876719,111.7234,64.22,19-06-2021 16:07:51
-2.022599,-0.9275513,26.13917,0.663524,-0.4154301,97.93485,64.23,19-06-2021 16:07:51
-2.028408,-0.9240367,26.14099,0.6799555,-0.5521386,83.2803,64.24,19-06-2021 16:07:51
-2.03419,-0.9205642,26.14282,0.6750838,-0.7140896,70.711,64.25,19-06-2021 16:07:51
-2.040022,-0.9172215,26.14478,0.672356,-0.8572935,57.70099,64.26,19-06-2021 16:07:51
-2.045978,-0.9138153,26.14678,0.6857695,-0.7962303,55.64444,64.27,19-06-2021 16:07:51
-2.051733,-0.9105546,26.14874,0.6640216,-0.7885751,64.67244,64.28,19-06-2021 16:07:51
-2.057678,-0.9072245,26.15079,0.6797598,-0.589503,70.10877,64.29,19-06-2021 16:07:51
-2.063359,-0.9041189,26.1528,0.6470763,-0.501241,55.55587,64.3,19-06-2021 16:07:51
-2.069037,-0.9011092,26.15488,0.6458705,-0.3961419,67.3606,64.31,19-06-2021 16:07:51
-2.074719,-0.8982252,26.15705,0.6367391,-0.3477423,80.36913,64.32,19-06-2021 16:07:51
-2.080336,-0.8956189,26.15936,0.6194265,-0.4953507,86.41295,64.33,19-06-2021 16:07:51
-2.086144,-0.8929583,26.16178,0.6372554,-0.5974163,71.04237,64.34,19-06-2021 16:07:51
-2.091984,-0.890124,26.1641,0.6494306,-0.6243232,61.89261,64.35,19-06-2021 16:07:51
-2.097622,-0.8873984,26.16636,0.6254717,-0.7483428,49.99182,64.36,19-06-2021 16:07:51
-2.10346,-0.8846796,26.16876,0.6453274,-0.7715172,35.58583,64.37,19-06-2021 16:07:51
-2.109128,-0.8821344,26.17116,0.6208197,-0.8740209,24.63153,64.38,19-06-2021 16:07:51
-2.115155,-0.8795503,26.17379,0.6562807,-0.825194,10.36278,64.39,19-06-2021 16:07:51
-2.120666,-0.8772304,26.17623,0.5989681,-0.9785881,27.22931,64.4,19-06-2021 16:07:51
-2.126092,-0.8750262,26.17869,0.5860944,-1.335009,43.88921,64.41,19-06-2021 16:07:51
-2.131585,-0.8728247,26.1812,0.5891553,-1.755577,43.185,64.42,19-06-2021 16:07:51
-2.137446,-0.8705039,26.1839,0.631129,-1.832696,14.76094,64.43,19-06-2021 16:07:51
-2.143278,-0.8682045,26.1866,0.6281679,-1.910288,27.30878,64.43999,19-06-2021 16:07:51
-2.148954,-0.8659563,26.18921,0.6088095,-1.912029,25.90351,64.45,19-06-2021 16:07:51
-2.154773,-0.8636502,26.19189,0.6277621,-1.817469,15.33021,64.46,19-06-2021 16:07:51
-2.160178,-0.8615261,26.1944,0.5815715,-1.886371,7.056694,64.47,19-06-2021 16:07:51
-2.166108,-0.8592262,26.19717,0.6356766,-1.601445,29.22383,64.48,19-06-2021 16:07:51
-2.171592,-0.857114,26.19974,0.5888967,-1.460185,19.06104,64.49,19-06-2021 16:07:51
-2.17695,-0.8550723,26.20227,0.5728345,-1.405974,24.96878,64.5,19-06-2021 16:07:51
-2.18257,-0.8529403,26.20493,0.6028767,-1.112059,35.63668,64.51,19-06-2021 16:07:51
-2.187706,-0.8509749,26.20735,0.5512047,-1.157413,20.98839,64.52,19-06-2021 16:07:51
-2.193403,-0.8487542,26.21001,0.6099747,-0.8520276,37.07991,64.53,19-06-2021 16:07:51
-2.198818,-0.846613,26.21252,0.5837337,-0.6578966,30.04155,64.54,19-06-2021 16:07:51
-2.204156,-0.8444701,26.21497,0.5744727,-0.5263757,39.46365,64.55,19-06-2021 16:07:51
-2.20959,-0.8422424,26.21744,0.5874134,-0.3538778,53.22541,64.56,19-06-2021 16:07:51
-2.214928,-0.8400178,26.21983,0.5777534,-0.2220564,65.55802,64.57,19-06-2021 16:07:51
-2.220346,-0.8377693,26.22227,0.5878104,0.02797646,76.45534,64.58,19-06-2021 16:07:51
-2.225636,-0.8354465,26.22457,0.5799841,0.1570175,76.43296,64.59,19-06-2021 16:07:51
-2.231131,-0.8328807,26.22686,0.6023393,0.4502396,81.08507,64.6,19-06-2021 16:07:51
-2.236358,-0.8302819,26.22892,0.585542,0.7060983,91.27248,64.61,19-06-2021 16:07:51
-2.241549,-0.8275626,26.23088,0.5859661,0.9837734,92.4227,64.62,19-06-2021 16:07:51
-2.246674,-0.8247097,26.2327,0.5873815,1.314327,101.5159,64.63,19-06-2021 16:07:51
-2.251714,-0.8216902,26.23435,0.5883346,1.6012,112.8923,64.64,19-06-2021 16:07:51
-2.256682,-0.8185182,26.23584,0.5892544,1.851395,123.8074,64.65,19-06-2021 16:07:51
-2.261689,-0.8151327,26.23722,0.6040503,2.196242,130.8475,64.66,19-06-2021 16:07:51
-2.26631,-0.8117886,26.23834,0.5707894,2.257848,128.6166,64.67,19-06-2021 16:07:51
-2.271152,-0.8081342,26.23942,0.6050147,2.578305,129.6609,64.68,19-06-2021 16:07:51
-2.275652,-0.804492,26.24025,0.5810238,2.764209,126.1274,64.68999,19-06-2021 16:07:51
-2.28023,-0.8005928,26.24097,0.6003257,2.962732,137.1983,64.7,19-06-2021 16:07:51
-2.284741,-0.7964925,26.2415,0.6086372,3.121799,150.7737,64.71,19-06-2021 16:07:51
-2.289178,-0.7921504,26.24182,0.6194758,3.415524,151.6396,64.72,19-06-2021 16:07:51
-2.293454,-0.7876277,26.2419,0.6247544,3.741045,159.8727,64.73,19-06-2021 16:07:51
-2.297666,-0.7828118,26.24173,0.6383356,4.13138,163.7862,64.74,19-06-2021 16:07:51
-2.301565,-0.7778854,26.24126,0.629627,4.447569,172.9607,64.75,19-06-2021 16:07:51
-2.305285,-0.772676,26.24047,0.6399043,4.809579,176.2693,64.76,19-06-2021 16:07:51
-2.308748,-0.7672407,26.23933,0.6449261,5.106224,185.5341,64.77,19-06-2021 16:07:51
-2.311855,-0.7616795,26.23785,0.6380403,5.323843,191.5917,64.78,19-06-2021 16:07:51
-2.314649,-0.7559482,26.23603,0.6364093,5.491443,196.848,64.79,19-06-2021 16:07:51
-2.317104,-0.7501129,26.23389,0.6320284,5.698804,196.6306,64.8,19-06-2021 16:07:51
-2.319211,-0.7442113,26.23145,0.6283347,5.904418,200.7142,64.81,19-06-2021 16:07:51
-2.320988,-0.738263,26.22873,0.6207289,5.991881,193.8979,64.82,19-06-2021 16:07:51
-2.322527,-0.7322947,26.22583,0.6156783,5.99031,184.3316,64.83,19-06-2021 16:07:51
-2.323887,-0.7263254,26.2228,0.611193,5.942968,177.8683,64.84,19-06-2021 16:07:51
-2.325123,-0.720395,26.2197,0.6056715,5.899535,162.5238,64.85,19-06-2021 16:07:51
-2.326392,-0.7143896,26.21658,0.6123827,5.962003,156.8377,64.86,19-06-2021 16:07:51
-2.327609,-0.7083074,26.21337,0.6217386,6.098826,165.7629,64.87,19-06-2021 16:07:51
-2.328701,-0.7022263,26.21007,0.6193655,6.198117,176.9845,64.88,19-06-2021 16:07:51
-2.329549,-0.6961548,26.20659,0.612162,6.299615,180.241,64.89,19-06-2021 16:07:51
-2.330081,-0.6902238,26.20298,0.5968041,6.268822,174.9302,64.9,19-06-2021 16:07:51
-2.330406,-0.6841662,26.19913,0.6050247,6.388932,170.0255,64.91,19-06-2021 16:07:51
-2.330462,-0.6780436,26.19504,0.6169294,6.530298,179.8789,64.92,19-06-2021 16:07:51
-2.33022,-0.6720301,26.1908,0.599452,6.512015,168.083,64.93,19-06-2021 16:07:51
-2.329792,-0.6660222,26.18643,0.6041487,6.501256,170.5119,64.93999,19-06-2021 16:07:51
-2.329183,-0.6598659,26.18183,0.618925,6.53447,176.9913,64.95,19-06-2021 16:07:51
-2.328415,-0.6538017,26.17717,0.6107182,6.674795,174.0891,64.96,19-06-2021 16:07:51
-2.327442,-0.6478583,26.17245,0.6038989,6.753573,180.4022,64.97,19-06-2021 16:07:51
-2.326246,-0.6419626,26.16759,0.6021733,6.772278,181.0209,64.98,19-06-2021 16:07:51
-2.324898,-0.6361027,26.16264,0.6004772,6.832969,173.4421,64.99,19-06-2021 16:07:51
-2.323371,-0.6303954,26.15767,0.5938884,6.802648,168.9681,65,19-06-2021 16:07:51
-2.321726,-0.6246771,26.1526,0.5944183,6.666416,163.3156,65.01,19-06-2021 16:07:51
-2.319978,-0.6190192,26.14749,0.5916797,6.470751,157.1689,65.02,19-06-2021 16:07:51
-2.318163,-0.6133082,26.1423,0.5982831,6.445733,152.9897,65.03,19-06-2021 16:07:51
-2.316273,-0.6080859,26.13739,0.5571877,6.195016,149.959,65.04,19-06-2021 16:07:51
-2.314287,-0.6027484,26.13233,0.5697705,5.935278,138.8853,65.05,19-06-2021 16:07:51
-2.31217,-0.5970777,26.12694,0.6053016,5.947518,132.8379,65.06,19-06-2021 16:07:51
-2.309959,-0.5914633,26.12152,0.6055343,5.95822,145.1702,65.07,19-06-2021 16:07:51
-2.307695,-0.5859715,26.11615,0.5940542,6.01754,147.8373,65.08,19-06-2021 16:07:51
-2.30531,-0.5806217,26.11079,0.5877032,5.985563,155.9687,65.09,19-06-2021 16:07:51
-2.302781,-0.5754242,26.10542,0.5791578,5.802451,152.7581,65.1,19-06-2021 16:07:51
-2.300188,-0.5703585,26.10009,0.568352,5.538703,142.0947,65.11,19-06-2021 16:07:51
-2.29753,-0.5653515,26.09476,0.5688958,5.249566,135.134,65.12,19-06-2021 16:07:51
-2.294779,-0.5602486,26.08929,0.5801501,5.007151,120.528,65.13,19-06-2021 16:07:51
-2.291937,-0.5550465,26.08368,0.594373,4.824098,130.9355,65.14,19-06-2021 16:07:51
-2.289069,-0.5499377,26.07813,0.5843463,4.620715,137.4576,65.15,19-06-2021 16:07:51
-2.286163,-0.544953,26.07262,0.5791548,4.460146,135.7026,65.16,19-06-2021 16:07:51
-2.283158,-0.5399698,26.06704,0.5813324,4.423149,134.1612,65.17,19-06-2021 16:07:51
-2.279964,-0.534907,26.06127,0.6033012,4.500106,144.0486,65.18,19-06-2021 16:07:51
-2.276724,-0.5301656,26.05569,0.5740648,4.297694,143.0037,65.18999,19-06-2021 16:07:51
-2.273389,-0.5254871,26.05007,0.5744003,3.984968,140.0006,65.2,19-06-2021 16:07:51
-2.270006,-0.5209202,26.0445,0.5679827,3.61368,131.4788,65.21,19-06-2021 16:07:51
-2.266605,-0.5164158,26.03895,0.5654099,3.269861,117.8825,65.22,19-06-2021 16:07:52
-2.263135,-0.5118448,26.03331,0.5742314,3.002179,106.7391,65.23,19-06-2021 16:07:52
-2.259574,-0.5071309,26.0275,0.5910218,2.789515,92.57787,65.24,19-06-2021 16:07:52
-2.255957,-0.5023757,26.02163,0.5961617,2.75129,90.24368,65.25,19-06-2021 16:07:52
-2.252233,-0.4977055,26.01573,0.5994033,2.777843,77.66278,65.26,19-06-2021 16:07:52
-2.24861,-0.4932312,26.01004,0.5733662,2.66653,90.45113,65.27,19-06-2021 16:07:52
-2.244971,-0.4887029,26.0043,0.5806828,2.701174,85.63667,65.28,19-06-2021 16:07:52
-2.2414,-0.4843388,25.99872,0.5658344,2.568188,89.91262,65.29,19-06-2021 16:07:52
-2.237738,-0.4799396,25.99305,0.5708314,2.334059,84.21246,65.3,19-06-2021 16:07:52
-2.233956,-0.4754325,25.98722,0.5866283,2.309782,80.65732,65.31,19-06-2021 16:07:52
-2.229923,-0.4707312,25.98108,0.6212181,2.585129,84.94836,65.32,19-06-2021 16:07:52
-2.225799,-0.4662297,25.975,0.6116703,2.864984,90.84734,65.33,19-06-2021 16:07:52
-2.221797,-0.4619633,25.96917,0.5853646,3.032865,102.0057,65.34,19-06-2021 16:07:52
-2.217613,-0.4578879,25.96333,0.5839319,3.136314,113.1711,65.35,19-06-2021 16:07:52
-2.213457,-0.4540848,25.9577,0.5634531,3.06631,109.2871,65.36,19-06-2021 16:07:52
-2.209114,-0.4502664,25.95191,0.5778896,3.00257,110.2,65.37,19-06-2021 16:07:52
-2.204676,-0.4465165,25.94611,0.5799339,2.955786,97.41302,65.38,19-06-2021 16:07:52
-2.200243,-0.4428975,25.94039,0.5728766,2.806306,106.6916,65.39,19-06-2021 16:07:52
-2.195694,-0.4392946,25.9346,0.5793969,2.745307,97.23012,65.4,19-06-2021 16:07:52
-2.191085,-0.4357146,25.92879,0.5846,2.729504,84.26584,65.41,19-06-2021 16:07:52
-2.186212,-0.4319499,25.92265,0.61494,2.95936,86.66196,65.42,19-06-2021 16:07:52
-2.18148,-0.4283465,25.91672,0.5973779,3.158953,97.10121,65.43,19-06-2021 16:07:52
-2.176539,-0.424742,25.91064,0.6108286,3.34369,109.7931,65.43999,19-06-2021 16:07:52
-2.171661,-0.421405,25.90479,0.591156,3.427941,122.1245,65.45,19-06-2021 16:07:52
-2.166817,-0.4183596,25.89915,0.5725494,3.265967,125.2408,65.46,19-06-2021 16:07:52
-2.161836,-0.4154059,25.89348,0.5781382,3.138872,110.4309,65.47,19-06-2021 16:07:52
-2.156787,-0.4125378,25.88782,0.5810122,3.063883,98.61088,65.48,19-06-2021 16:07:52
-2.151594,-0.4096891,25.88206,0.5913531,2.989634,110.5647,65.49,19-06-2021 16:07:52
-2.146556,-0.4070479,25.87655,0.568626,2.759247,105.453,65.5,19-06-2021 16:07:52
-2.141502,-0.4044526,25.87107,0.5682983,2.548065,92.25845,65.51,19-06-2021 16:07:52
-2.136293,-0.4018607,25.86547,0.5817355,2.383431,77.86642,65.52,19-06-2021 16:07:52
-2.130864,-0.3993406,25.85976,0.5972521,2.38696,70.56756,65.53,19-06-2021 16:07:52
-2.125417,-0.3968636,25.85406,0.5996268,2.458458,80.25739,65.54,19-06-2021 16:07:52
-2.120093,-0.3943564,25.84843,0.587373,2.472351,94.3493,65.55,19-06-2021 16:07:52
-2.114751,-0.3918731,25.84281,0.5918023,2.503036,98.0084,65.56,19-06-2021 16:07:52
-2.1094,-0.3894817,25.83725,0.5858652,2.474013,111.5111,65.57,19-06-2021 16:07:52
-2.104332,-0.3873622,25.83207,0.5499275,2.148036,117.443,65.58,19-06-2021 16:07:52
-2.098782,-0.3850848,25.82643,0.5992774,1.994981,100.3267,65.59,19-06-2021 16:07:52
-2.093365,-0.3829066,25.82096,0.5845249,1.864876,92.03497,65.6,19-06-2021 16:07:52
-2.08794,-0.3808136,25.81554,0.5807914,1.672925,84.10981,65.61,19-06-2021 16:07:52
-2.082263,-0.3787049,25.80992,0.6038629,1.649719,74.11493,65.62,19-06-2021 16:07:52
-2.076781,-0.376773,25.80457,0.5811424,1.536842,88.10416,65.63,19-06-2021 16:07:52
-2.071204,-0.3749672,25.79923,0.5869142,1.415269,100.9437,65.64,19-06-2021 16:07:52
-2.065711,-0.3732679,25.79403,0.5748312,1.186632,112.2949,65.65,19-06-2021 16:07:52
-2.060087,-0.3716117,25.78875,0.5875873,1.096108,102.1182,65.66,19-06-2021 16:07:52
-2.054607,-0.3700848,25.78368,0.5700517,0.8190054,107.2557,65.67,19-06-2021 16:07:52
-2.048996,-0.3685775,25.77851,0.5768365,0.587175,99.01903,65.68,19-06-2021 16:07:52
-2.043218,-0.3670915,25.77324,0.5970955,0.6029587,94.97508,65.68999,19-06-2021 16:07:52
-2.037893,-0.3657939,25.76843,0.5506855,0.3171355,101.063,65.7,19-06-2021 16:07:52
-2.031964,-0.3643826,25.7631,0.6079056,0.3121605,90.78358,65.71,19-06-2021 16:07:52
-2.026454,-0.3631372,25.75819,0.5662648,0.199792,79.29458,65.72,19-06-2021 16:07:52
-2.020841,-0.3619382,25.75324,0.5715664,0.20842,82.00017,65.73,19-06-2021 16:07:52
-2.015165,-0.360813,25.74829,0.5818312,0.4078243,79.00626,65.74,19-06-2021 16:07:52
-2.00962,-0.3598342,25.74353,0.564678,0.4751895,75.89172,65.75,19-06-2021 16:07:52
-2.00401,-0.3589645,25.7388,0.5667849,0.4396856,83.32259,65.76,19-06-2021 16:07:52
-1.998285,-0.3581893,25.73405,0.5765937,0.5101407,75.60919,65.77,19-06-2021 16:07:52
-1.992551,-0.3575171,25.72937,0.5766122,0.6330382,83.02995,65.78,19-06-2021 16:07:52
-1.986845,-0.3569589,25.72478,0.5740651,0.7441474,94.60263,65.79,19-06-2021 16:07:52
-1.981171,-0.3565017,25.72028,0.5677295,0.7618184,86.42023,65.8,19-06-2021 16:07:52
-1.975499,-0.3561255,25.71584,0.5684249,0.8249568,73.38863,65.81,19-06-2021 16:07:52
-1.969854,-0.3558192,25.71147,0.5653347,0.8910931,60.41546,65.82,19-06-2021 16:07:52
-1.964211,-0.3555207,25.70711,0.5654356,0.9581792,46.72318,65.83,19-06-2021 16:07:52
-1.958551,-0.3550715,25.70263,0.5666293,0.9522384,52.91581,65.84,19-06-2021 16:07:52
-1.952851,-0.3546749,25.69816,0.5724694,0.9653005,44.25124,65.85,19-06-2021 16:07:52
-1.947221,-0.3543846,25.69381,0.5633334,0.8018627,48.74676,65.86,19-06-2021 16:07:52
-1.94137,-0.3542187,25.68938,0.581753,0.7920414,45.33268,65.87,19-06-2021 16:07:52
-1.93562,-0.354175,25.68511,0.5765826,0.867504,48.09161,65.88,19-06-2021 16:07:52
-1.929804,-0.3542462,25.68088,0.5817171,1.110122,52.55428,65.89,19-06-2021 16:07:52
-1.924218,-0.3544015,25.67686,0.5625129,1.213053,52.58516,65.9,19-06-2021 16:07:52
-1.918472,-0.3546229,25.67278,0.5741456,1.309404,64.56465,65.91,19-06-2021 16:07:52
-1.912493,-0.3548877,25.66855,0.5976644,1.486353,80.38744,65.92,19-06-2021 16:07:52
-1.906856,-0.354901,25.66441,0.5660322,1.539133,64.70705,65.93,19-06-2021 16:07:52
-1.900895,-0.3548081,25.65995,0.594243,1.630389,52.04217,65.93999,19-06-2021 16:07:52
-1.895113,-0.3549546,25.65579,0.5779643,1.689339,35.94857,65.95,19-06-2021 16:07:52
-1.889228,-0.3550618,25.65153,0.5868977,1.897645,40.29317,65.96,19-06-2021 16:07:52
-1.883908,-0.355337,25.6478,0.535315,1.787722,38.32569,65.97,19-06-2021 16:07:52
-1.877938,-0.3558351,25.64374,0.5979704,1.958947,32.30668,65.98,19-06-2021 16:07:52
-1.872411,-0.3563778,25.64004,0.5562997,1.843981,30.09592,65.99,19-06-2021 16:07:52
-1.866474,-0.3570611,25.63614,0.5964396,1.874715,16.20085,66,19-06-2021 16:07:52
-1.860878,-0.3577457,25.63248,0.5625274,1.601811,31.81105,66.01,19-06-2021 16:07:52
-1.854917,-0.3584431,25.62857,0.5979251,1.598142,15.92496,66.02,19-06-2021 16:07:52
-1.849509,-0.3590565,25.625,0.5464752,1.280694,36.82569,66.03,19-06-2021 16:07:52
-1.8434,-0.3596699,25.62093,0.6122643,1.32323,17.19362,66.04,19-06-2021 16:07:52
-1.8379,-0.3601989,25.61724,0.5535867,1.110651,23.34338,66.05,19-06-2021 16:07:52
-1.832174,-0.3607246,25.61339,0.5751211,0.96773,15.29096,66.06,19-06-2021 16:07:52
-1.826308,-0.3612539,25.60943,0.5870537,0.9312522,9.14052,66.07,19-06-2021 16:07:52
-1.820292,-0.3617838,25.60537,0.6057876,0.9970112,23.07262,66.08,19-06-2021 16:07:52
-1.814367,-0.3622778,25.60135,0.594269,1.006194,35.83558,66.09,19-06-2021 16:07:52
-1.808336,-0.3627536,25.59724,0.6048756,1.04605,48.87652,66.1,19-06-2021 16:07:52
-1.802559,-0.3631816,25.59329,0.579771,0.9191971,45.2323,66.11,19-06-2021 16:07:52
-1.796574,-0.3635806,25.58916,0.598642,0.90309,50.82638,66.12,19-06-2021 16:07:52
-1.790632,-0.3639072,25.58502,0.5947542,0.9174925,59.59454,66.13,19-06-2021 16:07:52
-1.784953,-0.3641719,25.58103,0.568115,0.7010924,68.04322,66.14,19-06-2021 16:07:52
-1.778839,-0.3643926,25.57669,0.6099021,0.7664279,63.20835,66.15,19-06-2021 16:07:52
-1.773311,-0.3645203,25.57272,0.5543805,0.4969283,69.1826,66.16,19-06-2021 16:07:52
-1.767256,-0.3646159,25.56834,0.6035589,0.5370479,62.76245,66.17,19-06-2021 16:07:52
-1.761733,-0.3646545,25.56431,0.5543068,0.3214254,70.83562,66.18,19-06-2021 16:07:52
-1.755713,-0.3646375,25.55988,0.6000791,0.3976209,66.42671,66.18999,19-06-2021 16:07:52
-1.750286,-0.3646352,25.55589,0.5453701,0.1701742,67.09061,66.2,19-06-2021 16:07:52
-1.744551,-0.3647621,25.55177,0.5702066,0.02797646,66.54743,66.21,19-06-2021 16:07:52
-1.738678,-0.3648141,25.5475,0.5884827,0.07401875,57.98765,66.22,19-06-2021 16:07:53
-1.732947,-0.3647935,25.54329,0.5735985,0.1356209,65.24571,66.23,19-06-2021 16:07:53
-1.727325,-0.3647269,25.53912,0.5601741,0.1008706,50.25613,66.24,19-06-2021 16:07:53
-1.721651,-0.3644159,25.53474,0.5713556,0.1813082,37.7558,66.25,19-06-2021 16:07:53
-1.716279,-0.3638844,25.53044,0.541715,-0.01978234,45.96329,66.26,19-06-2021 16:07:53
-1.710559,-0.3632733,25.52584,0.5730409,0,36.17825,66.27,19-06-2021 16:07:53
-1.704964,-0.362619,25.52129,0.5649813,-0.02797646,32.4947,66.28,19-06-2021 16:07:53
-1.699221,-0.3619203,25.5166,0.5774575,0.09278741,36.42381,66.29,19-06-2021 16:07:53
-1.693704,-0.3612085,25.51208,0.5571931,0.1480375,45.17327,66.3,19-06-2021 16:07:53
-1.688066,-0.3604916,25.50746,0.5682601,0.3189811,50.33525,66.31,19-06-2021 16:07:53
-1.682631,-0.3597034,25.50294,0.5500012,0.3685048,37.8021,66.32,19-06-2021 16:07:53
-1.67702,-0.3588028,25.49822,0.5693276,0.5341251,34.56475,66.33,19-06-2021 16:07:53
-1.671524,-0.3579111,25.49359,0.5597333,0.5539077,30.40666,66.34,19-06-2021 16:07:53
-1.66589,-0.3570084,25.48884,0.569097,0.5496522,32.54883,66.35,19-06-2021 16:07:53
-1.6603,-0.3561192,25.48414,0.5644205,0.5207698,20.15435,66.36,19-06-2021 16:07:53
-1.654685,-0.3552387,25.47943,0.5701094,0.5322903,32.82696,66.37,19-06-2021 16:07:53
-1.649065,-0.3543647,25.47472,0.5681989,0.5271187,19.92362,66.38,19-06-2021 16:07:53
-1.643366,-0.3534817,25.46995,0.576884,0.5517841,7.428482,66.39,19-06-2021 16:07:53
-1.637733,-0.3526044,25.46523,0.5709547,0.5395923,4.662176,66.4,19-06-2021 16:07:53
-1.632018,-0.351714,25.46044,0.5786013,0.5619739,18.62727,66.41,19-06-2021 16:07:53
-1.626316,-0.3508337,25.45567,0.5773989,0.6968932,20.27678,66.42,19-06-2021 16:07:53
-1.620806,-0.3499965,25.45107,0.5585625,0.697174,9.100498,66.43,19-06-2021 16:07:53
